index,seconds_since_hr_recording,date_time,Heart rate value,Rate of change,Temperature,Oxygen level,Degree of motion
37563,11268900,12/24/2022 18:15,76.922226,1.331746,97.831746,97.66507933,1
37564,11269200,12/24/2022 18:20,77.48333,0.561104,97.061104,97.561104,1
37565,11269500,12/24/2022 18:25,75.878334,-1.604996,96,95.395004,1
37566,11269800,12/24/2022 18:30,77.97,2.091666,99.091666,99.591666,3
37567,11270100,12/24/2022 18:35,79.18254,1.21254,100.21254,98.21254,1
37568,11270400,12/24/2022 18:40,79.50397,0.32143,96.65476333,97.82143,1
37569,11270700,12/24/2022 18:45,80.62682,1.12285,99.12285,98.45618333,1
37570,11271000,12/24/2022 18:50,83.67214,3.04532,98.37865333,100,3
37571,11271300,12/24/2022 18:55,79.476425,-4.195715,96,92.304285,3
37572,11271600,12/24/2022 19:00,76.26357,-3.212855,96,93.787145,3
37573,11271900,12/24/2022 19:05,76.48572,0.22215,96,100,1
37574,11272200,12/24/2022 19:10,77.207146,0.721426,98.721426,97.05475933,1
37575,11272500,12/24/2022 19:15,77.32214,0.114994,97.114994,96.78166067,1
37576,11272800,12/24/2022 19:20,78.10667,0.78453,97.28453,97.45119667,1
37577,11273100,12/24/2022 19:25,79.86667,1.76,100.76,98.76,1
37578,11273400,12/24/2022 19:30,79.93143,0.06476,96.06476,100,1
37579,11273700,12/24/2022 19:35,76.91905,-3.01238,96,93.98762,3
37580,11274000,12/24/2022 19:40,76.87115,-0.0479,96,98.9521,1
37581,11274300,12/24/2022 19:45,76.18595,-0.6852,96.3148,95.98146667,1
37582,11274600,12/24/2022 19:50,77.881905,1.695955,97.695955,99.695955,1
37583,11274900,12/24/2022 19:55,76.977776,-0.904129,96.095871,95.595871,1
37584,11275200,12/24/2022 20:00,78.56,1.582224,97.582224,99.082224,1
37585,11275500,12/24/2022 20:05,78.88095,0.32095,96,97.32095,1
37586,11275800,12/24/2022 20:10,81.567856,2.686906,99.686906,100,3
37587,11276100,12/24/2022 20:15,81.89048,0.322624,96,96.98929067,1
37588,11276400,12/24/2022 20:20,82.57143,0.68095,96.68095,97.01428333,1
37589,11276700,12/24/2022 20:25,82.22222,-0.34921,96.15079,97.65079,1
37590,11277000,12/24/2022 20:30,83.67976,1.45754,98.45754,98.45754,1
37591,11277300,12/24/2022 20:35,81.6,-2.07976,96.92024,96.92024,3
37592,11277600,12/24/2022 20:40,81.992226,0.392226,96.05889267,97.392226,1
37593,11277900,12/24/2022 20:45,82.95606,0.963834,97.463834,97.63050067,1
37594,11278200,12/24/2022 20:50,84.62619,1.67013,100.67013,99.00346333,1
37595,11278500,12/24/2022 20:55,81.902855,-2.723335,96,96.276665,3
37596,11278800,12/24/2022 21:00,83.22143,1.318575,97.818575,98.318575,1
37597,11279100,12/24/2022 21:05,83.04857,-0.17286,96,96.82714,1
37598,11279400,12/24/2022 21:10,83.330956,0.282386,96.282386,96.61571933,1
37599,11279700,12/24/2022 21:15,83.13016,-0.200796,96.299204,96.299204,1
37600,11280000,12/24/2022 21:20,84.21333,1.08317,96.58317,98.08317,1
37601,11280300,12/24/2022 21:25,85.6475,1.43417,96.76750333,98.43417,1
37602,11280600,12/24/2022 21:30,86.021904,0.374404,96.874404,99.374404,1
37603,11280900,12/24/2022 21:35,85.97929,-0.042614,96.957386,97.29071933,1
37604,11281200,12/24/2022 21:40,85.85,-0.12929,96.37071,98.87071,1
37605,11281500,12/24/2022 21:45,86.1581,0.3081,96,97.3081,1
37606,11281800,12/24/2022 21:50,85.14524,-1.01286,96,95.65380667,1
37607,11282100,12/24/2022 21:55,83.970634,-1.174606,96,95.325394,1
37608,11282400,12/24/2022 22:00,83.848335,-0.122299,97.877701,96.877701,1
37609,11282700,12/24/2022 22:05,82.843216,-1.005119,96,95.66154767,1
37610,11283000,12/24/2022 22:10,84.005714,1.162498,97.162498,98.49583133,1
37611,11283300,12/24/2022 22:15,83.82667,-0.179044,96.820956,96.820956,1
37612,11283600,12/24/2022 22:20,82.07143,-1.75524,96,94.57809333,1
37613,11283900,12/24/2022 22:25,84.09048,2.01905,98.01905,98.35238333,3
37614,11284200,12/24/2022 22:30,85.458336,1.367856,97.867856,98.367856,1
37615,11284500,12/24/2022 22:35,84.639046,-0.81929,96.18071,95.51404333,1
37616,11284800,12/24/2022 22:40,84.84524,0.206194,96,97.206194,1
37617,11285100,12/24/2022 22:45,83.42778,-1.41746,96,95.91587333,1
37618,11285400,12/24/2022 22:50,79.121666,-4.306114,96,92.02721933,3
37619,11285700,12/24/2022 22:55,78.33056,-0.791106,96.208894,95.708894,1
37620,11286000,12/24/2022 23:00,77.97381,-0.35675,96.64325,97.64325,1
37621,11286300,12/24/2022 23:05,77.772385,-0.201425,96,97.13190833,1
37622,11286600,12/24/2022 23:10,77.90714,0.134755,96.134755,96.80142167,1
37623,11286900,12/24/2022 23:15,77.68166,-0.22548,96,96.77452,1
37624,11287200,12/24/2022 23:20,78.226906,0.545246,96,97.045246,1
37625,11287500,12/24/2022 23:25,77.733505,-0.493401,96.006599,95.83993233,1
37626,11287800,12/24/2022 23:30,78.23238,0.498875,96.498875,97.498875,1
37627,11288100,12/24/2022 23:35,78.67937,0.44699,96.11365667,97.11365667,1
37628,11288400,12/24/2022 23:40,78.403885,-0.275485,96,96.724515,1
37629,11288700,12/24/2022 23:45,78.68532,0.281435,96,97.781435,1
37630,11289000,12/24/2022 23:50,78.475,-0.21032,96.28968,96.78968,1
37631,11289300,12/24/2022 23:55,74.276665,-4.198335,96,92.301665,3
37632,11289600,12/25/2022 0:00,75.06349,0.786825,99.786825,97.12015833,1
37633,11289900,12/25/2022 0:05,75.56984,0.50635,97.00635,100,1
37634,11290200,12/25/2022 0:10,75.76587,0.19603,98.19603,97.19603,1
37635,11290500,12/25/2022 0:15,75.63889,-0.12698,97.87302,97.37302,1
37636,11290800,12/25/2022 0:20,75.506744,-0.132146,96,98.867854,1
37637,11291100,12/25/2022 0:25,74.675316,-0.831428,97.168572,97.168572,1
37638,11291400,12/25/2022 0:30,75.459526,0.78421,97.11754333,99.78421,1
37639,11291700,12/25/2022 0:35,76.8373,1.377774,97.377774,99.377774,1
37640,11292000,12/25/2022 0:40,76.70913,-0.12817,96,97.37183,1
37641,11292300,12/25/2022 0:45,78.11429,1.40516,96.73849333,100,1
37642,11292600,12/25/2022 0:50,78.495,0.38071,96.38071,97.88071,1
37643,11292900,12/25/2022 0:55,77.08889,-1.40611,96,96.59389,1
37644,11293200,12/25/2022 1:00,76.9,-0.18889,96,96.47777667,1
37645,11293500,12/25/2022 1:05,77.57714,0.67714,97.01047333,97.01047333,1
37646,11293800,12/25/2022 1:10,79.08572,1.50858,100.50858,98.50858,1
37647,11294100,12/25/2022 1:15,83.112305,4.026585,100.026585,100,3
37648,11294400,12/25/2022 1:20,82.810555,-0.30175,96,97.69825,1
37649,11294700,12/25/2022 1:25,83.80071,0.990155,96.990155,97.65682167,1
37650,11295000,12/25/2022 1:30,77.5,-6.30071,96,90.36595667,5
37651,11295300,12/25/2022 1:35,77.57786,0.07786,96,96.41119333,1
37652,11295600,12/25/2022 1:40,75.47143,-2.10643,96.89357,96.89357,3
37653,11295900,12/25/2022 1:45,76.138885,0.667455,96.667455,98.167455,1
37654,11296200,12/25/2022 1:50,76.455,0.316115,97.316115,99.316115,1
37655,11296500,12/25/2022 1:55,77.30785,0.85285,96.85285,97.51951667,1
37656,11296800,12/25/2022 2:00,77.40667,0.09882,97.09882,100,1
37657,11297100,12/25/2022 2:05,77.34722,-0.05945,96,98.94055,1
37658,11297400,12/25/2022 2:10,78.86857,1.52135,97.85468333,98.52135,1
37659,11297700,12/25/2022 2:15,77.95619,-0.91238,97.08762,99.08762,1
37660,11298000,12/25/2022 2:20,77.3246,-0.63159,96,95.86841,1
37661,11298300,12/25/2022 2:25,78.120155,0.795555,96.12888833,97.46222167,1
37662,11298600,12/25/2022 2:30,76.72857,-1.391585,96,95.27508167,1
37663,11298900,12/25/2022 2:35,76.470634,-0.257936,96,96.742064,1
37664,11299200,12/25/2022 2:40,75.13873,-1.331904,96,96.668096,1
37665,11299500,12/25/2022 2:45,76.958336,1.819606,100.819606,99.319606,1
37666,11299800,12/25/2022 2:50,80.165474,3.207138,98.54047133,100,3
37667,11300100,12/25/2022 2:55,77.64,-2.525474,96,95.474526,3
37668,11300400,12/25/2022 3:00,78.004364,0.364364,97.364364,99.364364,1
37669,11300700,12/25/2022 3:05,79.40976,1.405396,100.405396,98.07206267,1
37670,11301000,12/25/2022 3:10,78.15278,-1.25698,96,95.24302,1
37671,11301300,12/25/2022 3:15,81.810555,3.657775,101,100,3
37672,11301600,12/25/2022 3:20,83.09167,1.281115,97.61444833,99.281115,1
37673,11301900,12/25/2022 3:25,82.82712,-0.26455,96,96.73545,1
37674,11302200,12/25/2022 3:30,77.795,-5.03212,96,92.30121333,5
37675,11302500,12/25/2022 3:35,78.057144,0.262144,96.262144,98.262144,1
37676,11302800,12/25/2022 3:40,76.89079,-1.166354,96,96.16697933,1
37677,11303100,12/25/2022 3:45,74.76825,-2.12254,96,95.37746,3
37678,11303400,12/25/2022 3:50,76.594444,1.826194,97.826194,98.49286067,1
37679,11303700,12/25/2022 3:55,80.84024,4.245796,101,100,3
37680,11304000,12/25/2022 4:00,106.88571,26.04547,101,100,10
37681,11304300,12/25/2022 4:05,103.38636,-3.49935,96,94.50065,3
37682,11304600,12/25/2022 4:10,78.632225,-24.754135,96,71.745865,10
37683,11304900,12/25/2022 4:15,68.66428,-9.967945,96,86.36538833,6
37684,11305200,12/25/2022 4:20,71.52762,2.86334,99.36334,99.53000667,3
37685,11305500,12/25/2022 4:25,74.53809,3.01047,99.51047,100,3
37686,11305800,12/25/2022 4:30,74.95,0.41191,96.41191,96.74524333,1
37687,11306100,12/25/2022 4:35,75.779366,0.829366,98.829366,97.829366,1
37688,11306400,12/25/2022 4:40,74.44603,-1.333336,96,95.666664,1
37689,11306700,12/25/2022 4:45,76.138336,1.692306,98.192306,98.192306,1
37690,11307000,12/25/2022 4:50,76.957146,0.81881,99.81881,97.81881,1
37691,11307300,12/25/2022 4:55,77.539444,0.582298,96.582298,99.582298,1
37692,11307600,12/25/2022 5:00,78.87778,1.338336,97.338336,99.338336,1
37693,11307900,12/25/2022 5:05,80.46364,1.58586,100.58586,97.91919333,1
37694,11308200,12/25/2022 5:10,78.95397,-1.50967,96,95.49033,1
37695,11308500,12/25/2022 5:15,76.953575,-2.000395,96,94.499605,3
37696,11308800,12/25/2022 5:20,77.55556,0.601985,97.101985,99.601985,1
37697,11309100,12/25/2022 5:25,84.24841,6.69285,101,100,5
37698,11309400,12/25/2022 5:30,81.48484,-2.76357,96,97.23643,3
37699,11309700,12/25/2022 5:35,99.15428,17.66944,101,100,8
37700,11310000,12/25/2022 5:40,119.29697,20.14269,101,100,10
37701,11310300,12/25/2022 5:45,116.27556,-3.02141,96,93.97859,3
37702,11310600,12/25/2022 5:50,104.0024,-12.27316,96,84.72684,7
37703,11310900,12/25/2022 5:55,107.69801,3.69561,100.69561,100,3
37704,11311200,12/25/2022 6:00,106.62238,-1.07563,96,95.59103667,1
37705,11311500,12/25/2022 6:05,104.859695,-1.762685,96,95.237315,1
37706,11311800,12/25/2022 6:10,103.83397,-1.025725,96,95.64094167,1
37707,11312100,12/25/2022 6:15,108.67809,4.84412,100.1774533,100,3
37708,11312400,12/25/2022 6:20,100.70889,-7.9692,96,88.69746667,6
37709,11312700,12/25/2022 6:25,100.84048,0.13159,96.46492333,99.13159,1
37710,11313000,12/25/2022 6:30,101.13016,0.28968,96.62301333,100,1
37711,11313300,12/25/2022 6:35,103.30794,2.17778,99.17778,99.51111333,3
37712,11313600,12/25/2022 6:40,107.51833,4.21039,99.54372333,100,3
37713,11313900,12/25/2022 6:45,108.83572,1.31739,98.31739,98.81739,1
37714,11314200,12/25/2022 6:50,98.75683,-10.07889,96,86.92111,7
37715,11314500,12/25/2022 6:55,97.494446,-1.262384,96,95.40428267,1
37716,11314800,12/25/2022 7:00,102.33091,4.836464,100.5031307,100,3
37717,11315100,12/25/2022 7:05,107.85256,5.52165,101,100,5
37718,11315400,12/25/2022 7:10,106.15889,-1.69367,96,94.97299667,1
37719,11315700,12/25/2022 7:15,102.39445,-3.76444,96,94.23556,3
37720,11316000,12/25/2022 7:20,108.83889,6.44444,101,100,5
37721,11316300,12/25/2022 7:25,110.4796,1.64071,97.64071,99.14071,1
37722,11316600,12/25/2022 7:30,102.55516,-7.92444,96,89.57556,6
37723,11316900,12/25/2022 7:35,93.04773,-9.50743,96,89.49257,6
37724,11317200,12/25/2022 7:40,99.94318,6.89545,101,100,5
37725,11317500,12/25/2022 7:45,97.143654,-2.799526,96,94.700474,3
37726,11317800,12/25/2022 7:50,111.969444,14.82579,101,100,7
37727,11318100,12/25/2022 7:55,106.81556,-5.153884,96,91.846116,5
37728,11318400,12/25/2022 8:00,108.07407,1.25851,97.25851,97.92517667,1
37729,11318700,12/25/2022 8:05,103.14815,-4.92592,96,92.07408,3
37730,11319000,12/25/2022 8:10,98.22222,-4.92593,96,93.07407,3
37731,11319300,12/25/2022 8:15,93.296295,-4.925925,96,92.574075,3
37732,11319600,12/25/2022 8:20,88.37037,-4.925925,96,92.074075,3
37733,11319900,12/25/2022 8:25,104.31227,15.9419,101,100,8
37734,11320200,12/25/2022 8:30,109.91267,5.6004,101,100,5
37735,11320500,12/25/2022 8:35,111.63688,1.72421,97.22421,98.72421,1
37736,11320800,12/25/2022 8:40,107.16111,-4.47577,96,93.52423,3
37737,11321100,12/25/2022 8:45,81.48485,-25.67626,96,73.32374,10
37738,11321400,12/25/2022 8:50,98.54833,17.06348,101,100,8
37739,11321700,12/25/2022 8:55,106.12778,7.57945,101,100,6
37740,11322000,12/25/2022 9:00,98.43712,-7.69066,96,89.64267333,6
37741,11322300,12/25/2022 9:05,96.97746,-1.45966,96,97.54034,1
37742,11322600,12/25/2022 9:10,99.471115,2.493655,98.82698833,100,3
37743,11322900,12/25/2022 9:15,101.55111,2.079995,98.079995,99.579995,3
37744,11323200,12/25/2022 9:20,109.298874,7.747764,101,100,6
37745,11323500,12/25/2022 9:25,103.44056,-5.858314,96,90.641686,5
37746,11323800,12/25/2022 9:30,111.002174,7.561614,101,100,6
37747,11324100,12/25/2022 9:35,111.85475,0.852576,96.852576,97.51924267,1
37748,11324400,12/25/2022 9:40,104.89495,-6.9598,96,90.5402,5
37749,11324700,12/25/2022 9:45,96.324295,-8.570655,96,88.09601167,6
37750,11325000,12/25/2022 9:50,88.85667,-7.467625,96,89.19904167,6
37751,11325300,12/25/2022 9:55,96.933334,8.076664,101,100,6
37752,11325600,12/25/2022 10:00,100.168686,3.235352,100.235352,100,3
37753,11325900,12/25/2022 10:05,99.341515,-0.827171,96,96.172829,1
37754,11326200,12/25/2022 10:10,101.441666,2.100151,98.43348433,100,3
37755,11326500,12/25/2022 10:15,102.566666,1.125,97.125,97.45833333,1
37756,11326800,12/25/2022 10:20,103.083336,0.51667,97.51667,98.01667,1
37757,11327100,12/25/2022 10:25,99.452774,-3.630562,96,93.70277133,3
37758,11327400,12/25/2022 10:30,103.2456,3.792826,100.292826,100,3
37759,11327700,12/25/2022 10:35,101.41286,-1.83274,96,95.16726,1
37760,11328000,12/25/2022 10:40,104.406494,2.993634,98.993634,99.993634,3
37761,11328300,12/25/2022 10:45,103.3198,-1.086694,96,96.413306,1
37762,11328600,12/25/2022 10:50,106.07591,2.75611,99.25611,100,3
37763,11328900,12/25/2022 10:55,105.40422,-0.67169,96,99.32831,1
37764,11329200,12/25/2022 11:00,102.290474,-3.113746,96,94.886254,3
37765,11329500,12/25/2022 11:05,89.20857,-13.081904,96,83.25142933,7
37766,11329800,12/25/2022 11:10,84.90714,-4.30143,96,92.69857,3
37767,11330100,12/25/2022 11:15,84.51,-0.39714,96,96.60286,1
37768,11330400,12/25/2022 11:20,84.513336,0.003336,97.003336,97.003336,1
37769,11330700,12/25/2022 11:25,83.97,-0.543336,96,95.956664,1
37770,11331000,12/25/2022 11:30,82.725716,-1.244284,97.755716,96.755716,1
37771,11331300,12/25/2022 11:35,85.31333,2.587614,101,99.587614,3
37772,11331600,12/25/2022 11:40,89.51714,4.20381,99.70381,100,3
37773,11331900,12/25/2022 11:45,106.441666,16.924526,101,100,8
37774,11332200,12/25/2022 11:50,100.3,-6.141666,96,90.52500067,5
37775,11332500,12/25/2022 11:55,108.22505,7.92505,101,100,6
37776,11332800,12/25/2022 12:00,107.04222,-1.18283,96,98.81717,1
37777,11333100,12/25/2022 12:05,106.98633,-0.05589,96,96.27744333,1
37778,11333400,12/25/2022 12:10,106.97879,-0.00754,96,96.32579333,1
37779,11333700,12/25/2022 12:15,94.03611,-12.94268,96,83.72398667,7
37780,11334000,12/25/2022 12:20,86.273254,-7.762856,96,88.90381067,6
37781,11334300,12/25/2022 12:25,87.45524,1.181986,97.181986,97.681986,1
37782,11334600,12/25/2022 12:30,96.15548,8.70024,101,100,6
37783,11334900,12/25/2022 12:35,88.932144,-7.223336,96,89.276664,6
37784,11335200,12/25/2022 12:40,83.80476,-5.127384,96,91.372616,5
37785,11335500,12/25/2022 12:45,88.31048,4.50572,99.83905333,100,3
37786,11335800,12/25/2022 12:50,106.66849,18.35801,101,100,8
37787,11336100,12/25/2022 12:55,92.33071,-14.33778,96,82.99555333,7
37788,11336400,12/25/2022 13:00,83.2869,-9.04381,96,87.28952333,6
37789,11336700,12/25/2022 13:05,93.134445,9.847545,101,100,6
37790,11337000,12/25/2022 13:10,93.11667,-0.017775,96.31555833,96.982225,1
37791,11337300,12/25/2022 13:15,99.65428,6.53761,101,100,5
37792,11337600,12/25/2022 13:20,102.922226,3.267946,99.767946,100,3
37793,11337900,12/25/2022 13:25,103.37381,0.451584,96.78491733,98.451584,1
37794,11338200,12/25/2022 13:30,98.51616,-4.85765,96,94.14235,3
37795,11338500,12/25/2022 13:35,103.27909,4.76293,100.76293,100,3
37796,11338800,12/25/2022 13:40,109.61045,6.33136,101,100,5
37797,11339100,12/25/2022 13:45,102.195755,-7.414695,96,90.085305,6
37798,11339400,12/25/2022 13:50,87.00476,-15.190995,96,84.809005,8
37799,11339700,12/25/2022 13:55,97.04952,10.04476,101,100,7
37800,11340000,12/25/2022 14:00,91.79127,-5.25825,96,92.74175,5
37801,11340300,12/25/2022 14:05,84.90952,-6.88175,96,90.11825,5
37802,11340600,12/25/2022 14:10,90.192856,5.283336,101,100,5
37803,11340900,12/25/2022 14:15,91.22191,1.029054,98.029054,98.36238733,1
37804,11341200,12/25/2022 14:20,88.75667,-2.46524,96,94.53476,3
37805,11341500,12/25/2022 14:25,91.27273,2.51606,98.51606,100,3
37806,11341800,12/25/2022 14:30,91.0544,-0.21833,96,98.78167,1
37807,11342100,12/25/2022 14:35,87.97128,-3.08312,96,94.25021333,3
37808,11342400,12/25/2022 14:40,92.4795,4.50822,100.1748867,100,3
37809,11342700,12/25/2022 14:45,95.04114,2.56164,98.56164,99.89497333,3
37810,11343000,12/25/2022 14:50,88.85,-6.19114,96,92.80886,5
37811,11343300,12/25/2022 14:55,87.237144,-1.612856,96,95.387144,1
37812,11343600,12/25/2022 15:00,99.27143,12.034286,101,100,7
37813,11343900,12/25/2022 15:05,92.03429,-7.23714,96,90.26286,6
37814,11344200,12/25/2022 15:10,96.95476,4.92047,100.5871367,100,3
37815,11344500,12/25/2022 15:15,99.704285,2.749525,100.749525,100,3
37816,11344800,12/25/2022 15:20,87.928185,-11.7761,96,87.2239,7
37817,11345100,12/25/2022 15:25,84.01817,-3.910015,96,94.089985,3
37818,11345400,12/25/2022 15:30,87.93191,3.91374,101,100,3
37819,11345700,12/25/2022 15:35,94.357216,6.425306,101,100,5
37820,11346000,12/25/2022 15:40,89.66,-4.697216,96,92.302784,3
37821,11346300,12/25/2022 15:45,89.62738,-0.03262,96.46738,97.46738,1
37822,11346600,12/25/2022 15:50,96.935234,7.307854,101,100,6
37823,11346900,12/25/2022 15:55,91.49809,-5.437144,96,92.062856,5
37824,11347200,12/25/2022 16:00,84.44,-7.05809,96,90.94191,6
37825,11347500,12/25/2022 16:05,99.613335,15.173335,101,100,8
37826,11347800,12/25/2022 16:10,96.78095,-2.832385,96.167615,93.667615,3
37827,11348100,12/25/2022 16:15,100.58863,3.80768,99.14101333,100,3
37828,11348400,12/25/2022 16:20,96.155556,-4.433074,96,93.066926,3
37829,11348700,12/25/2022 16:25,113.2404,17.084844,101,100,8
37830,11349000,12/25/2022 16:30,107.59924,-5.64116,96,94.35884,5
37831,11349300,12/25/2022 16:35,110.81587,3.21663,98.88329667,99.54996333,3
37832,11349600,12/25/2022 16:40,107.94392,-2.87195,96,93.62805,3
37833,11349900,12/25/2022 16:45,97.90222,-10.0417,96,86.9583,7
37834,11350200,12/25/2022 16:50,97.83945,-0.06277,96.93723,98.93723,1
37835,11350500,12/25/2022 16:55,91.613335,-6.226115,96,90.10721833,5
37836,11350800,12/25/2022 17:00,85.846664,-5.766671,96,91.233329,5
37837,11351100,12/25/2022 17:05,89.02738,3.180716,99.51404933,100,3
37838,11351400,12/25/2022 17:10,87.01238,-2.015,96,94.985,3
37839,11351700,12/25/2022 17:15,90.833336,3.820956,101,100,3
37840,11352000,12/25/2022 17:20,96.38809,5.554754,101,100,5
37841,11352300,12/25/2022 17:25,82.95079,-13.4373,96,84.5627,7
37842,11352600,12/25/2022 17:30,81.307144,-1.643646,96,94.856354,1
37843,11352900,12/25/2022 17:35,80.25167,-1.055474,96,95.27785933,1
37844,11353200,12/25/2022 17:40,78.44667,-1.805,96,95.695,1
37845,11353500,12/25/2022 17:45,85.4819,7.03523,101,100,6
37846,11353800,12/25/2022 17:50,84.91572,-0.56618,96.43382,96.10048667,1
37847,11354100,12/25/2022 17:55,91.4,6.48428,101,100,5
37848,11354400,12/25/2022 18:00,81.96833,-9.43167,96,87.06833,6
37849,11354700,12/25/2022 18:05,76.699524,-5.268806,96,92.231194,5
37850,11355000,12/25/2022 18:10,77.17619,0.476666,96.476666,97.14333267,1
37851,11355300,12/25/2022 18:15,76.630554,-0.545636,96,96.954364,1
37852,11355600,12/25/2022 18:20,76.09762,-0.532934,96,96.467066,1
37853,11355900,12/25/2022 18:25,80.40952,4.3119,99.8119,100,3
37854,11356200,12/25/2022 18:30,81.05071,0.64119,96.64119,98.64119,1
37855,11356500,12/25/2022 18:35,80.09881,-0.9519,96,95.38143333,1
37856,11356800,12/25/2022 18:40,78.10445,-1.99436,96,95.00564,1
37857,11357100,12/25/2022 18:45,79.24167,1.13722,99.13722,98.63722,1
37858,11357400,12/25/2022 18:50,79.10095,-0.14072,96.19261333,96.85928,1
37859,11357700,12/25/2022 18:55,77.38857,-1.71238,96.28762,94.62095333,1
37860,11358000,12/25/2022 19:00,88.015,10.62643,101,100,7
37861,11358300,12/25/2022 19:05,107.90138,19.88638,101,100,8
37862,11358600,12/25/2022 19:10,101.007576,-6.893804,96,89.43952933,5
37863,11358900,12/25/2022 19:15,85.844284,-15.163292,96,82.836708,8
37864,11359200,12/25/2022 19:20,87.878334,2.03405,98.03405,100,3
37865,11359500,12/25/2022 19:25,95.07,7.191666,101,100,6
37866,11359800,12/25/2022 19:30,101.80437,6.73437,101,100,5
37867,11360100,12/25/2022 19:35,88.492775,-13.311595,96,83.188405,7
37868,11360400,12/25/2022 19:40,77.3,-11.192775,96,85.47389167,7
37869,11360700,12/25/2022 19:45,80.290474,2.990474,98.990474,99.65714067,3
37870,11361000,12/25/2022 19:50,75.48453,-4.805944,96,92.194056,3
37871,11361300,12/25/2022 19:55,75.721664,0.237134,96.737134,96.57046733,1
37872,11361600,12/25/2022 20:00,75.32381,-0.397854,96,96.102146,1
37873,11361900,12/25/2022 20:05,76.27333,0.94952,97.44952,98.94952,1
37874,11362200,12/25/2022 20:10,76.55,0.27667,99.27667,97.27667,1
37875,11362500,12/25/2022 20:15,76.032616,-0.517384,96,96.482616,1
37876,11362800,12/25/2022 20:20,78.745,2.712384,98.712384,99.04571733,3
37877,11363100,12/25/2022 20:25,80.52333,1.77833,97.77833,100,1
37878,11363400,12/25/2022 20:30,80.60738,0.08405,96.08405,96.75071667,1
37879,11363700,12/25/2022 20:35,81.20061,0.59323,96.09323,97.09323,1
37880,11364000,12/25/2022 20:40,81.92619,0.72558,97.72558,97.05891333,1
37881,11364300,12/25/2022 20:45,83.36667,1.44048,98.44048,99.44048,1
37882,11364600,12/25/2022 20:50,82.793335,-0.573335,96,97.426665,1
37883,11364900,12/25/2022 20:55,84.23572,1.442385,96.77571833,100,1
37884,11365200,12/25/2022 21:00,84.77587,0.54015,97.54015,96.87348333,1
37885,11365500,12/25/2022 21:05,85.62857,0.8527,98.8527,98.8527,1
37886,11365800,12/25/2022 21:10,86.27143,0.64286,96,97.64286,1
37887,11366100,12/25/2022 21:15,86.998726,0.727296,96.727296,98.227296,1
37888,11366400,12/25/2022 21:20,86.441666,-0.55706,96,97.44294,1
37889,11366700,12/25/2022 21:25,87.8,1.358334,97.858334,99.358334,1
37890,11367000,12/25/2022 21:30,84.10333,-3.69667,96,92.80333,3
37891,11367300,12/25/2022 21:35,83.69667,-0.40666,96.59334,96.59334,1
37892,11367600,12/25/2022 21:40,83.39048,-0.30619,96,97.69381,1
37893,11367900,12/25/2022 21:45,83.88714,0.49666,96.16332667,99.49666,1
37894,11368200,12/25/2022 21:50,83.81944,-0.0677,96.9323,96.9323,1
37895,11368500,12/25/2022 21:55,84.03405,0.21461,99.21461,98.21461,1
37896,11368800,12/25/2022 22:00,83.68373,-0.35032,96,96.64968,1
37897,11369100,12/25/2022 22:05,81.18167,-2.50206,96,95.49794,3
37898,11369400,12/25/2022 22:10,81.11429,-0.06738,96.93262,96.59928667,1
37899,11369700,12/25/2022 22:15,81.180954,0.066664,99.066664,100,1
37900,11370000,12/25/2022 22:20,81.24048,0.059526,97.059526,96.39285933,1
37901,11370300,12/25/2022 22:25,80.425,-0.81548,96,97.18452,1
37902,11370600,12/25/2022 22:30,80.14762,-0.27738,97.72262,97.72262,1
37903,11370900,12/25/2022 22:35,79.85167,-0.29595,96,97.70405,1
37904,11371200,12/25/2022 22:40,80.14992,0.29825,96,99.29825,1
37905,11371500,12/25/2022 22:45,79.38333,-0.76659,96.23341,95.56674333,1
37906,11371800,12/25/2022 22:50,80.01071,0.62738,97.62738,97.62738,1
37907,11372100,12/25/2022 22:55,80.57047,0.55976,97.05976,100,1
37908,11372400,12/25/2022 23:00,82.136665,1.566195,96.89952833,99.066195,1
37909,11372700,12/25/2022 23:05,83.13016,0.993495,97.993495,97.66016167,1
37910,11373000,12/25/2022 23:10,85.16881,2.03865,98.37198333,98.53865,3
37911,11373300,12/25/2022 23:15,82.67,-2.49881,96,95.50119,3
37912,11373600,12/25/2022 23:20,80.92571,-1.74429,97.25571,97.25571,1
37913,11373900,12/25/2022 23:25,78.65952,-2.26619,96,96.73381,3
37914,11374200,12/25/2022 23:30,79.08413,0.42461,96,97.75794333,1
37915,11374500,12/25/2022 23:35,78.63135,-0.45278,96,96.21388667,1
37916,11374800,12/25/2022 23:40,78.74767,0.11632,98.11632,97.11632,1
37917,11375100,12/25/2022 23:45,78.422615,-0.325055,96,96.674945,1
37918,11375400,12/25/2022 23:50,79.94,1.517385,100.517385,98.517385,1
37919,11375700,12/25/2022 23:55,79.541214,-0.398786,96.101214,95.93454733,1
37920,11376000,12/26/2022 0:00,81.3253,1.784086,97.784086,98.784086,1
37921,11376300,12/26/2022 0:05,79.67778,-1.64752,96,98.35248,1
37922,11376600,12/26/2022 0:10,79.676186,-0.001594,96,96.998406,1
37923,11376900,12/26/2022 0:15,79.645,-0.031186,96,96.63548067,1
37924,11377200,12/26/2022 0:20,78.56306,-1.08194,97.91806,95.91806,1
